position,AM
minutes,219.0
passes_completed,51.0
passes,76.0
dribbles_completed,2.0
dribbles,5.0
passes_completed_short,26.0
passes_short,31.0
passes_completed_medium,18.0
passes_medium,29.0
passes_completed_long,7.0
passes_long,14.0
passes_total_distance,916.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,24.0
passes_switches,3.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,3.0
dispossessed,12.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,3.0
sca,3.0
gca,0.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,10.0
passes_into_penalty_area,2.0
progressive_passes,9.0
carry_progressive_distance,424.0
assisted_shots,1.0
fouled,3.0
pens_won,0.0
tackles,2.0
interceptions,2.0
blocks,2.0
tackles_won,1.0
dribble_tackles,1.0
dribbles_vs,3.0
pressures,29.0
pressure_regains,11.0
clearances,0.0
errors,0.0
aerials_won,3.0
aerials_lost,2.0
ball_recoveries,26.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
