position,WB
minutes,1547.0
passes_completed,0.5520361990950227
passes,0.7000646412411118
dribbles_completed,0.007756948933419522
dribbles,0.017453135100193924
passes_completed_short,0.2895927601809955
passes_short,0.3335488041370394
passes_completed_medium,0.21654815772462832
passes_medium,0.27020038784744665
passes_completed_long,0.03878474466709761
passes_long,0.06528765352294764
passes_total_distance,8.992889463477699
passes_free_kicks,0.004524886877828055
through_balls,0.003232062055591467
passes_pressure,0.10795087265675501
passes_switches,0.006464124111182934
crosses,0.027795733678086618
corner_kicks,0.0006464124111182935
passes_intercepted,0.012928248222365869
passes_blocked,0.028442146089204912
dispossessed,0.009696186166774402
goals,0.0
assists,0.003232062055591467
pens_made,0.0
pens_att,0.0
shots_total,0.005171299288946348
shots_on_target,0.0006464124111182935
sca,0.025856496444731737
gca,0.004524886877828055
xg,0.0002585649644473174
crosses_into_penalty_area,0.005817711700064641
passes_into_final_third,0.030381383322559793
passes_into_penalty_area,0.014867485455720749
progressive_passes,0.04718810601163542
carry_progressive_distance,1.6561085972850678
assisted_shots,0.01809954751131222
fouled,0.005171299288946348
pens_won,0.0
tackles,0.01874595992243051
interceptions,0.007110536522301228
blocks,0.009696186166774402
tackles_won,0.012281835811247576
dribble_tackles,0.007756948933419522
dribbles_vs,0.017453135100193924
pressures,0.13510019392372333
pressure_regains,0.04395604395604396
clearances,0.019392372333548805
errors,0.0006464124111182935
aerials_won,0.010342598577892695
aerials_lost,0.008403361344537815
ball_recoveries,0.10084033613445378
pens_conceded,0.0
fouls,0.008403361344537815
cards_yellow_red,0.0
