position,FW
minutes,3811.0
passes_completed,637.0
passes,831.0
dribbles_completed,54.0
dribbles,76.0
passes_completed_short,352.0
passes_short,434.0
passes_completed_medium,193.0
passes_medium,253.0
passes_completed_long,68.0
passes_long,83.0
passes_total_distance,10050.0
passes_free_kicks,2.0
through_balls,1.0
passes_pressure,258.0
passes_switches,17.0
crosses,14.0
corner_kicks,0.0
passes_intercepted,12.0
passes_blocked,33.0
dispossessed,67.0
goals,19.0
assists,2.0
pens_made,1.0
pens_att,2.0
shots_total,109.0
shots_on_target,43.0
sca,69.0
gca,10.0
xg,17.6
crosses_into_penalty_area,0.0
passes_into_final_third,40.0
passes_into_penalty_area,11.0
progressive_passes,44.0
carry_progressive_distance,2546.0
assisted_shots,25.0
fouled,70.0
pens_won,2.0
tackles,28.0
interceptions,12.0
blocks,41.0
tackles_won,20.0
dribble_tackles,7.0
dribbles_vs,27.0
pressures,840.0
pressure_regains,212.0
clearances,24.0
errors,0.0
aerials_won,85.0
aerials_lost,131.0
ball_recoveries,151.0
pens_conceded,1.0
fouls,65.0
cards_yellow_red,0.0
