position,RM
minutes,739.0
passes_completed,0.2313937753721245
passes,0.35588633288227334
dribbles_completed,0.009472259810554804
dribbles,0.010825439783491205
passes_completed_short,0.11096075778078485
passes_short,0.15290933694181327
passes_completed_medium,0.08119079837618404
passes_medium,0.12449255751014884
passes_completed_long,0.03112313937753721
passes_long,0.058186738836265225
passes_total_distance,4.15020297699594
passes_free_kicks,0.0013531799729364006
through_balls,0.0
passes_pressure,0.07983761840324763
passes_switches,0.017591339648173207
crosses,0.06089309878213803
corner_kicks,0.0013531799729364006
passes_intercepted,0.014884979702300407
passes_blocked,0.017591339648173207
dispossessed,0.009472259810554804
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.008119079837618403
shots_on_target,0.0027063599458728013
sca,0.03112313937753721
gca,0.0027063599458728013
xg,0.0005412719891745603
crosses_into_penalty_area,0.017591339648173207
passes_into_final_third,0.016238159675236806
passes_into_penalty_area,0.02435723951285521
progressive_passes,0.03247631935047361
carry_progressive_distance,1.7388362652232747
assisted_shots,0.018944519621109608
fouled,0.010825439783491205
pens_won,0.0
tackles,0.006765899864682003
interceptions,0.008119079837618403
blocks,0.010825439783491205
tackles_won,0.0013531799729364006
dribble_tackles,0.0013531799729364006
dribbles_vs,0.006765899864682003
pressures,0.13937753721244925
pressure_regains,0.02165087956698241
clearances,0.0027063599458728013
errors,0.0
aerials_won,0.0
aerials_lost,0.0027063599458728013
ball_recoveries,0.06495263870094722
pens_conceded,0.0
fouls,0.005412719891745603
cards_yellow_red,0.0
