position,CB
minutes,3644.0
passes_completed,1413.0
passes,1794.0
dribbles_completed,18.0
dribbles,22.0
passes_completed_short,356.0
passes_short,423.0
passes_completed_medium,671.0
passes_medium,769.0
passes_completed_long,376.0
passes_long,564.0
passes_total_distance,33818.0
passes_free_kicks,37.0
through_balls,1.0
passes_pressure,239.0
passes_switches,76.0
crosses,12.0
corner_kicks,0.0
passes_intercepted,19.0
passes_blocked,28.0
dispossessed,10.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,6.0
sca,35.0
gca,5.0
xg,2.7
crosses_into_penalty_area,1.0
passes_into_final_third,122.0
passes_into_penalty_area,14.0
progressive_passes,125.0
carry_progressive_distance,4774.0
assisted_shots,10.0
fouled,44.0
pens_won,0.0
tackles,77.0
interceptions,44.0
blocks,65.0
tackles_won,41.0
dribble_tackles,27.0
dribbles_vs,58.0
pressures,431.0
pressure_regains,129.0
clearances,234.0
errors,2.0
aerials_won,72.0
aerials_lost,71.0
ball_recoveries,408.0
pens_conceded,0.0
fouls,31.0
cards_yellow_red,0.0
