position,LW
minutes,8014.0
passes_completed,3081.0
passes,3759.0
dribbles_completed,191.0
dribbles,360.0
passes_completed_short,1936.0
passes_short,2169.0
passes_completed_medium,970.0
passes_medium,1175.0
passes_completed_long,98.0
passes_long,191.0
passes_total_distance,42679.0
passes_free_kicks,6.0
through_balls,14.0
passes_pressure,877.0
passes_switches,34.0
crosses,200.0
corner_kicks,25.0
passes_intercepted,94.0
passes_blocked,162.0
dispossessed,240.0
goals,55.0
assists,21.0
pens_made,1.0
pens_att,3.0
shots_total,257.0
shots_on_target,106.0
sca,381.0
gca,65.0
xg,47.3
crosses_into_penalty_area,17.0
passes_into_final_third,85.0
passes_into_penalty_area,166.0
progressive_passes,262.0
carry_progressive_distance,16610.0
assisted_shots,158.0
fouled,142.0
pens_won,11.0
tackles,92.0
interceptions,45.0
blocks,92.0
tackles_won,63.0
dribble_tackles,24.0
dribbles_vs,67.0
pressures,1187.0
pressure_regains,366.0
clearances,16.0
errors,0.0
aerials_won,32.0
aerials_lost,69.0
ball_recoveries,482.0
pens_conceded,1.0
fouls,110.0
cards_yellow_red,1.0
