position,GK
minutes,3621.0
passes_completed,762.0
passes,1290.0
dribbles_completed,0.0
dribbles,1.0
passes_completed_short,53.0
passes_short,53.0
passes_completed_medium,266.0
passes_medium,272.0
passes_completed_long,442.0
passes_long,961.0
passes_total_distance,31384.0
passes_free_kicks,128.0
through_balls,0.0
passes_pressure,81.0
passes_switches,52.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,6.0
passes_blocked,3.0
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,4.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,26.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,2124.0
assisted_shots,0.0
fouled,2.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,1.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,4.0
pressure_regains,1.0
clearances,1.0
errors,1.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,194.0
pens_conceded,1.0
fouls,3.0
cards_yellow_red,0.0
