position,LB
minutes,1770.0
passes_completed,1067.0
passes,1258.0
dribbles_completed,27.0
dribbles,42.0
passes_completed_short,503.0
passes_short,558.0
passes_completed_medium,477.0
passes_medium,533.0
passes_completed_long,69.0
passes_long,120.0
passes_total_distance,17682.0
passes_free_kicks,22.0
through_balls,0.0
passes_pressure,168.0
passes_switches,19.0
crosses,27.0
corner_kicks,0.0
passes_intercepted,18.0
passes_blocked,35.0
dispossessed,24.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,4.0
sca,23.0
gca,4.0
xg,1.5
crosses_into_penalty_area,5.0
passes_into_final_third,69.0
passes_into_penalty_area,8.0
progressive_passes,76.0
carry_progressive_distance,3624.0
assisted_shots,4.0
fouled,23.0
pens_won,0.0
tackles,37.0
interceptions,28.0
blocks,37.0
tackles_won,20.0
dribble_tackles,12.0
dribbles_vs,39.0
pressures,347.0
pressure_regains,103.0
clearances,48.0
errors,1.0
aerials_won,24.0
aerials_lost,20.0
ball_recoveries,175.0
pens_conceded,0.0
fouls,36.0
cards_yellow_red,2.0
