position,GK
minutes,9686.0
passes_completed,2661.0
passes,3059.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,522.0
passes_short,525.0
passes_completed_medium,1435.0
passes_medium,1449.0
passes_completed_long,697.0
passes_long,1076.0
passes_total_distance,68754.0
passes_free_kicks,127.0
through_balls,4.0
passes_pressure,346.0
passes_switches,113.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,4.0
dispossessed,2.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,13.0
gca,2.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,29.0
passes_into_penalty_area,0.0
progressive_passes,3.0
carry_progressive_distance,5497.0
assisted_shots,5.0
fouled,11.0
pens_won,0.0
tackles,2.0
interceptions,0.0
blocks,0.0
tackles_won,2.0
dribble_tackles,2.0
dribbles_vs,3.0
pressures,8.0
pressure_regains,3.0
clearances,3.0
errors,6.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,484.0
pens_conceded,2.0
fouls,5.0
cards_yellow_red,0.0
