position,LW
minutes,2978.0
passes_completed,1121.0
passes,1556.0
dribbles_completed,46.0
dribbles,83.0
passes_completed_short,522.0
passes_short,616.0
passes_completed_medium,443.0
passes_medium,574.0
passes_completed_long,141.0
passes_long,283.0
passes_total_distance,20168.0
passes_free_kicks,50.0
through_balls,2.0
passes_pressure,300.0
passes_switches,68.0
crosses,78.0
corner_kicks,71.0
passes_intercepted,47.0
passes_blocked,66.0
dispossessed,78.0
goals,6.0
assists,4.0
pens_made,1.0
pens_att,2.0
shots_total,40.0
shots_on_target,16.0
sca,111.0
gca,9.0
xg,4.6000000000000005
crosses_into_penalty_area,11.0
passes_into_final_third,94.0
passes_into_penalty_area,33.0
progressive_passes,127.0
carry_progressive_distance,5238.0
assisted_shots,61.0
fouled,65.0
pens_won,2.0
tackles,20.0
interceptions,21.0
blocks,38.0
tackles_won,16.0
dribble_tackles,6.0
dribbles_vs,66.0
pressures,731.0
pressure_regains,155.0
clearances,13.0
errors,0.0
aerials_won,13.0
aerials_lost,39.0
ball_recoveries,288.0
pens_conceded,0.0
fouls,30.0
cards_yellow_red,0.0
