position,WB
minutes,2608.0
passes_completed,1005.0
passes,1341.0
dribbles_completed,41.0
dribbles,71.0
passes_completed_short,452.0
passes_short,506.0
passes_completed_medium,417.0
passes_medium,519.0
passes_completed_long,121.0
passes_long,259.0
passes_total_distance,18535.0
passes_free_kicks,36.0
through_balls,4.0
passes_pressure,258.0
passes_switches,56.0
crosses,76.0
corner_kicks,68.0
passes_intercepted,10.0
passes_blocked,43.0
dispossessed,29.0
goals,4.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,62.0
shots_on_target,19.0
sca,89.0
gca,11.0
xg,3.6000000000000005
crosses_into_penalty_area,15.0
passes_into_final_third,54.0
passes_into_penalty_area,37.0
progressive_passes,103.0
carry_progressive_distance,4374.0
assisted_shots,54.0
fouled,36.0
pens_won,0.0
tackles,47.0
interceptions,18.0
blocks,45.0
tackles_won,30.0
dribble_tackles,26.0
dribbles_vs,55.0
pressures,292.0
pressure_regains,93.0
clearances,41.0
errors,1.0
aerials_won,18.0
aerials_lost,24.0
ball_recoveries,188.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,0.0
