position,CB
minutes,5803.0
passes_completed,2788.0
passes,3289.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,631.0
passes_short,694.0
passes_completed_medium,1603.0
passes_medium,1722.0
passes_completed_long,536.0
passes_long,838.0
passes_total_distance,63049.0
passes_free_kicks,81.0
through_balls,1.0
passes_pressure,405.0
passes_switches,101.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,27.0
passes_blocked,23.0
dispossessed,3.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,38.0
shots_on_target,9.0
sca,26.0
gca,1.0
xg,4.0
crosses_into_penalty_area,1.0
passes_into_final_third,165.0
passes_into_penalty_area,10.0
progressive_passes,155.0
carry_progressive_distance,6933.0
assisted_shots,9.0
fouled,17.0
pens_won,0.0
tackles,115.0
interceptions,52.0
blocks,118.0
tackles_won,73.0
dribble_tackles,50.0
dribbles_vs,79.0
pressures,520.0
pressure_regains,196.0
clearances,314.0
errors,1.0
aerials_won,125.0
aerials_lost,69.0
ball_recoveries,623.0
pens_conceded,3.0
fouls,70.0
cards_yellow_red,1.0
