position,RW
minutes,838.0
passes_completed,290.0
passes,372.0
dribbles_completed,14.0
dribbles,25.0
passes_completed_short,134.0
passes_short,158.0
passes_completed_medium,99.0
passes_medium,126.0
passes_completed_long,45.0
passes_long,67.0
passes_total_distance,5258.0
passes_free_kicks,6.0
through_balls,2.0
passes_pressure,80.0
passes_switches,7.0
crosses,5.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,9.0
dispossessed,6.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,0.0
sca,18.0
gca,2.0
xg,0.1
crosses_into_penalty_area,2.0
passes_into_final_third,15.0
passes_into_penalty_area,3.0
progressive_passes,15.0
carry_progressive_distance,1148.0
assisted_shots,6.0
fouled,14.0
pens_won,0.0
tackles,26.0
interceptions,11.0
blocks,21.0
tackles_won,17.0
dribble_tackles,10.0
dribbles_vs,24.0
pressures,178.0
pressure_regains,49.0
clearances,39.0
errors,0.0
aerials_won,38.0
aerials_lost,19.0
ball_recoveries,118.0
pens_conceded,1.0
fouls,18.0
cards_yellow_red,0.0
