position,CB
minutes,768.0
passes_completed,348.0
passes,410.0
dribbles_completed,6.0
dribbles,8.0
passes_completed_short,111.0
passes_short,124.0
passes_completed_medium,175.0
passes_medium,194.0
passes_completed_long,57.0
passes_long,83.0
passes_total_distance,7152.0
passes_free_kicks,9.0
through_balls,0.0
passes_pressure,44.0
passes_switches,18.0
crosses,7.0
corner_kicks,1.0
passes_intercepted,5.0
passes_blocked,6.0
dispossessed,1.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,13.0
gca,2.0
xg,0.2
crosses_into_penalty_area,2.0
passes_into_final_third,15.0
passes_into_penalty_area,2.0
progressive_passes,20.0
carry_progressive_distance,810.0
assisted_shots,5.0
fouled,3.0
pens_won,0.0
tackles,23.0
interceptions,10.0
blocks,19.0
tackles_won,15.0
dribble_tackles,10.0
dribbles_vs,35.0
pressures,112.0
pressure_regains,40.0
clearances,27.0
errors,0.0
aerials_won,12.0
aerials_lost,18.0
ball_recoveries,70.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
