position,FW
minutes,5525.0
passes_completed,737.0
passes,1126.0
dribbles_completed,87.0
dribbles,131.0
passes_completed_short,435.0
passes_short,577.0
passes_completed_medium,230.0
passes_medium,349.0
passes_completed_long,52.0
passes_long,123.0
passes_total_distance,10920.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,302.0
passes_switches,20.0
crosses,37.0
corner_kicks,0.0
passes_intercepted,17.0
passes_blocked,64.0
dispossessed,145.0
goals,25.0
assists,2.0
pens_made,3.0
pens_att,5.0
shots_total,144.0
shots_on_target,65.0
sca,98.0
gca,9.0
xg,20.7
crosses_into_penalty_area,6.0
passes_into_final_third,30.0
passes_into_penalty_area,23.0
progressive_passes,48.0
carry_progressive_distance,3022.0
assisted_shots,38.0
fouled,64.0
pens_won,2.0
tackles,59.0
interceptions,11.0
blocks,72.0
tackles_won,40.0
dribble_tackles,19.0
dribbles_vs,69.0
pressures,1036.0
pressure_regains,233.0
clearances,48.0
errors,0.0
aerials_won,123.0
aerials_lost,221.0
ball_recoveries,230.0
pens_conceded,0.0
fouls,103.0
cards_yellow_red,0.0
