position,CM
minutes,1687.0
passes_completed,649.0
passes,761.0
dribbles_completed,13.0
dribbles,25.0
passes_completed_short,309.0
passes_short,335.0
passes_completed_medium,259.0
passes_medium,304.0
passes_completed_long,68.0
passes_long,92.0
passes_total_distance,11179.0
passes_free_kicks,6.0
through_balls,1.0
passes_pressure,109.0
passes_switches,12.0
crosses,10.0
corner_kicks,0.0
passes_intercepted,10.0
passes_blocked,20.0
dispossessed,17.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,3.0
sca,23.0
gca,1.0
xg,0.30000000000000004
crosses_into_penalty_area,3.0
passes_into_final_third,68.0
passes_into_penalty_area,10.0
progressive_passes,59.0
carry_progressive_distance,1782.0
assisted_shots,14.0
fouled,14.0
pens_won,0.0
tackles,44.0
interceptions,21.0
blocks,42.0
tackles_won,31.0
dribble_tackles,15.0
dribbles_vs,38.0
pressures,399.0
pressure_regains,95.0
clearances,21.0
errors,0.0
aerials_won,10.0
aerials_lost,14.0
ball_recoveries,184.0
pens_conceded,0.0
fouls,19.0
cards_yellow_red,1.0
