position,FW
passes_completed,0.2807017543859649
passes,0.37618636755823986
dribbles_completed,0.01366120218579235
dribbles,0.029479436295657177
passes_completed_short,0.1655162496404947
passes_short,0.1991659476560253
passes_completed_medium,0.08527466206499856
passes_medium,0.11662352602818522
passes_completed_long,0.024158757549611734
passes_long,0.04400345125107852
passes_total_distance,4.419758412424504
passes_free_kicks,0.0014380212827149843
through_balls,0.003882657463330457
passes_pressure,0.07046304285303423
passes_switches,0.008340523439746908
crosses,0.019557089444923785
corner_kicks,0.01092896174863388
passes_intercepted,0.00992234685073339
passes_blocked,0.013373597929249352
dispossessed,0.013805004314063849
goals,0.006183491515674432
assists,0.003451251078515962
pens_made,0.0007190106413574921
pens_att,0.0008628127696289905
shots_total,0.04083980442910555
shots_on_target,0.015386827725050331
sca,0.04961173425366695
gca,0.007046304285303422
xg,0.004817371297095197
crosses_into_penalty_area,0.002444636180615473
passes_into_final_third,0.02013229795800978
passes_into_penalty_area,0.017543859649122806
progressive_passes,0.03336209375898763
carry_progressive_distance,1.0921771642220306
assisted_shots,0.025884383088869714
fouled,0.013805004314063849
pens_won,0.0005752085130859936
tackles,0.010497555363819385
interceptions,0.0025884383088869713
blocks,0.006614897900488927
tackles_won,0.008484325568018408
dribble_tackles,0.0018694276675294795
dribbles_vs,0.01279838941616336
pressures,0.27940753523152145
pressure_regains,0.07506471095772217
clearances,0.0015818234109864827
errors,0.0
aerials_won,0.0018694276675294795
aerials_lost,0.006614897900488927
ball_recoveries,0.04687949381650849
pens_conceded,0.0
fouls,0.014380212827149842
cards_yellow_red,0.0
