position,DM
minutes,7079.0
passes_completed,2719.0
passes,3806.0
dribbles_completed,30.0
dribbles,42.0
passes_completed_short,1180.0
passes_short,1367.0
passes_completed_medium,1115.0
passes_medium,1393.0
passes_completed_long,372.0
passes_long,908.0
passes_total_distance,51046.0
passes_free_kicks,171.0
through_balls,13.0
passes_pressure,615.0
passes_switches,190.0
crosses,187.0
corner_kicks,358.0
passes_intercepted,52.0
passes_blocked,101.0
dispossessed,45.0
goals,15.0
assists,6.0
pens_made,2.0
pens_att,4.0
shots_total,112.0
shots_on_target,50.0
sca,220.0
gca,14.0
xg,13.200000000000001
crosses_into_penalty_area,16.0
passes_into_final_third,233.0
passes_into_penalty_area,59.0
progressive_passes,246.0
carry_progressive_distance,3871.0
assisted_shots,139.0
fouled,66.0
pens_won,1.0
tackles,164.0
interceptions,66.0
blocks,143.0
tackles_won,96.0
dribble_tackles,61.0
dribbles_vs,192.0
pressures,1773.0
pressure_regains,492.0
clearances,170.0
errors,4.0
aerials_won,102.0
aerials_lost,120.0
ball_recoveries,823.0
pens_conceded,1.0
fouls,97.0
cards_yellow_red,0.0
