position,GK
passes_completed,0.15888888888888889
passes,0.31222222222222223
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,0.0077777777777777776
passes_short,0.008888888888888889
passes_completed_medium,0.057777777777777775
passes_medium,0.058888888888888886
passes_completed_long,0.09333333333333334
passes_long,0.24444444444444444
passes_total_distance,6.65
passes_free_kicks,0.04
through_balls,0.0
passes_pressure,0.013333333333333334
passes_switches,0.0022222222222222222
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0022222222222222222
passes_blocked,0.0011111111111111111
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,0.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,0.006666666666666667
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,0.6211111111111111
assisted_shots,0.0
fouled,0.0011111111111111111
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,0.0
pressure_regains,0.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,0.04666666666666667
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
