position,RM
minutes,6057.0
passes_completed,3108.0
passes,3911.0
dribbles_completed,92.0
dribbles,144.0
passes_completed_short,1580.0
passes_short,1756.0
passes_completed_medium,1213.0
passes_medium,1494.0
passes_completed_long,265.0
passes_long,519.0
passes_total_distance,52215.0
passes_free_kicks,29.0
through_balls,0.0
passes_pressure,600.0
passes_switches,83.0
crosses,216.0
corner_kicks,1.0
passes_intercepted,88.0
passes_blocked,133.0
dispossessed,83.0
goals,1.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,35.0
shots_on_target,12.0
sca,182.0
gca,18.0
xg,1.4
crosses_into_penalty_area,59.0
passes_into_final_third,206.0
passes_into_penalty_area,102.0
progressive_passes,321.0
carry_progressive_distance,11087.0
assisted_shots,91.0
fouled,110.0
pens_won,0.0
tackles,207.0
interceptions,70.0
blocks,113.0
tackles_won,110.0
dribble_tackles,82.0
dribbles_vs,159.0
pressures,1223.0
pressure_regains,362.0
clearances,127.0
errors,4.0
aerials_won,50.0
aerials_lost,57.0
ball_recoveries,599.0
pens_conceded,1.0
fouls,77.0
cards_yellow_red,0.0
