position,RB
minutes,3574.0
passes_completed,2007.0
passes,2400.0
dribbles_completed,28.0
dribbles,40.0
passes_completed_short,985.0
passes_short,1073.0
passes_completed_medium,877.0
passes_medium,1002.0
passes_completed_long,120.0
passes_long,235.0
passes_total_distance,33114.0
passes_free_kicks,57.0
through_balls,0.0
passes_pressure,320.0
passes_switches,29.0
crosses,76.0
corner_kicks,1.0
passes_intercepted,36.0
passes_blocked,85.0
dispossessed,40.0
goals,2.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,4.0
sca,72.0
gca,6.0
xg,0.8999999999999999
crosses_into_penalty_area,11.0
passes_into_final_third,126.0
passes_into_penalty_area,35.0
progressive_passes,128.0
carry_progressive_distance,6134.0
assisted_shots,42.0
fouled,43.0
pens_won,0.0
tackles,65.0
interceptions,27.0
blocks,92.0
tackles_won,36.0
dribble_tackles,30.0
dribbles_vs,72.0
pressures,573.0
pressure_regains,190.0
clearances,100.0
errors,2.0
aerials_won,21.0
aerials_lost,45.0
ball_recoveries,338.0
pens_conceded,0.0
fouls,38.0
cards_yellow_red,0.0
