position,LM
minutes,9154.0
passes_completed,4035.0
passes,5098.0
dribbles_completed,122.0
dribbles,183.0
passes_completed_short,1973.0
passes_short,2296.0
passes_completed_medium,1631.0
passes_medium,2024.0
passes_completed_long,360.0
passes_long,599.0
passes_total_distance,68958.0
passes_free_kicks,36.0
through_balls,5.0
passes_pressure,909.0
passes_switches,84.0
crosses,87.0
corner_kicks,0.0
passes_intercepted,101.0
passes_blocked,131.0
dispossessed,86.0
goals,12.0
assists,4.0
pens_made,2.0
pens_att,3.0
shots_total,147.0
shots_on_target,37.0
sca,154.0
gca,18.0
xg,12.6
crosses_into_penalty_area,10.0
passes_into_final_third,395.0
passes_into_penalty_area,68.0
progressive_passes,434.0
carry_progressive_distance,11049.0
assisted_shots,54.0
fouled,87.0
pens_won,0.0
tackles,295.0
interceptions,92.0
blocks,282.0
tackles_won,207.0
dribble_tackles,81.0
dribbles_vs,255.0
pressures,2236.0
pressure_regains,603.0
clearances,218.0
errors,1.0
aerials_won,236.0
aerials_lost,193.0
ball_recoveries,1060.0
pens_conceded,1.0
fouls,186.0
cards_yellow_red,0.0
