position,DM
passes_completed,0.39595808383233533
passes,0.5
dribbles_completed,0.014221556886227544
dribbles,0.025449101796407185
passes_completed_short,0.13847305389221556
passes_short,0.1691616766467066
passes_completed_medium,0.18712574850299402
passes_medium,0.22080838323353294
passes_completed_long,0.0658682634730539
passes_long,0.09655688622754491
passes_total_distance,7.970808383233533
passes_free_kicks,0.011976047904191617
through_balls,0.0029940119760479044
passes_pressure,0.09580838323353294
passes_switches,0.012724550898203593
crosses,0.005988023952095809
corner_kicks,0.0029940119760479044
passes_intercepted,0.011976047904191617
passes_blocked,0.008982035928143712
dispossessed,0.010479041916167664
goals,0.0007485029940119761
assists,0.0007485029940119761
pens_made,0.0
pens_att,0.0
shots_total,0.012724550898203593
shots_on_target,0.002245508982035928
sca,0.029940119760479042
gca,0.002245508982035928
xg,0.0008233532934131737
crosses_into_penalty_area,0.0014970059880239522
passes_into_final_third,0.03143712574850299
passes_into_penalty_area,0.009730538922155689
progressive_passes,0.04715568862275449
carry_progressive_distance,1.1459580838323353
assisted_shots,0.01347305389221557
fouled,0.021706586826347306
pens_won,0.0007485029940119761
tackles,0.025449101796407185
interceptions,0.01721556886227545
blocks,0.0187125748502994
tackles_won,0.012724550898203593
dribble_tackles,0.008233532934131737
dribbles_vs,0.0344311377245509
pressures,0.2866766467065868
pressure_regains,0.0875748502994012
clearances,0.0187125748502994
errors,0.0007485029940119761
aerials_won,0.015718562874251496
aerials_lost,0.016467065868263474
ball_recoveries,0.13997005988023953
pens_conceded,0.0
fouls,0.029940119760479042
cards_yellow_red,0.0
