position,CB
minutes,7227.0
passes_completed,3623.0
passes,4333.0
dribbles_completed,43.0
dribbles,51.0
passes_completed_short,1055.0
passes_short,1181.0
passes_completed_medium,1930.0
passes_medium,2101.0
passes_completed_long,613.0
passes_long,978.0
passes_total_distance,76707.0
passes_free_kicks,98.0
through_balls,3.0
passes_pressure,558.0
passes_switches,94.0
crosses,15.0
corner_kicks,0.0
passes_intercepted,52.0
passes_blocked,56.0
dispossessed,25.0
goals,3.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,48.0
shots_on_target,10.0
sca,49.0
gca,6.0
xg,4.1000000000000005
crosses_into_penalty_area,5.0
passes_into_final_third,268.0
passes_into_penalty_area,20.0
progressive_passes,276.0
carry_progressive_distance,12491.0
assisted_shots,14.0
fouled,39.0
pens_won,0.0
tackles,91.0
interceptions,74.0
blocks,117.0
tackles_won,48.0
dribble_tackles,36.0
dribbles_vs,65.0
pressures,635.0
pressure_regains,247.0
clearances,392.0
errors,6.0
aerials_won,205.0
aerials_lost,110.0
ball_recoveries,874.0
pens_conceded,3.0
fouls,56.0
cards_yellow_red,0.0
