position,GK
passes_completed,0.24283625730994152
passes,0.3375730994152047
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,0.028216374269005848
passes_short,0.028801169590643275
passes_completed_medium,0.10409356725146199
passes_medium,0.10526315789473684
passes_completed_long,0.10657894736842105
passes_long,0.19941520467836257
passes_total_distance,7.790497076023392
passes_free_kicks,0.025730994152046785
through_balls,0.0
passes_pressure,0.020906432748538012
passes_switches,0.010672514619883042
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0011695906432748538
passes_blocked,0.0008771929824561404
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,0.0010233918128654971
gca,0.00014619883040935673
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,0.0021929824561403508
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,0.43698830409356726
assisted_shots,0.00014619883040935673
fouled,0.0008771929824561404
pens_won,0.0
tackles,0.00014619883040935673
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0
pressures,0.0014619883040935672
pressure_regains,0.0004385964912280702
clearances,0.0004385964912280702
errors,0.0007309941520467836
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,0.05263157894736842
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
