position,DM
minutes,5447.0
passes_completed,2147.0
passes,2607.0
dribbles_completed,27.0
dribbles,45.0
passes_completed_short,887.0
passes_short,1033.0
passes_completed_medium,968.0
passes_medium,1120.0
passes_completed_long,253.0
passes_long,356.0
passes_total_distance,39114.0
passes_free_kicks,50.0
through_balls,1.0
passes_pressure,417.0
passes_switches,51.0
crosses,16.0
corner_kicks,3.0
passes_intercepted,48.0
passes_blocked,57.0
dispossessed,47.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,32.0
shots_on_target,7.0
sca,65.0
gca,5.0
xg,1.5999999999999999
crosses_into_penalty_area,4.0
passes_into_final_third,170.0
passes_into_penalty_area,19.0
progressive_passes,198.0
carry_progressive_distance,4609.0
assisted_shots,24.0
fouled,97.0
pens_won,1.0
tackles,180.0
interceptions,61.0
blocks,125.0
tackles_won,112.0
dribble_tackles,55.0
dribbles_vs,180.0
pressures,1512.0
pressure_regains,449.0
clearances,100.0
errors,1.0
aerials_won,55.0
aerials_lost,79.0
ball_recoveries,900.0
pens_conceded,0.0
fouls,73.0
cards_yellow_red,1.0
