position,LB
minutes,3315.0
passes_completed,1732.0
passes,2194.0
dribbles_completed,13.0
dribbles,19.0
passes_completed_short,463.0
passes_short,540.0
passes_completed_medium,908.0
passes_medium,1044.0
passes_completed_long,350.0
passes_long,571.0
passes_total_distance,38511.0
passes_free_kicks,37.0
through_balls,4.0
passes_pressure,287.0
passes_switches,64.0
crosses,19.0
corner_kicks,1.0
passes_intercepted,37.0
passes_blocked,35.0
dispossessed,9.0
goals,2.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,20.0
shots_on_target,6.0
sca,26.0
gca,2.0
xg,1.2000000000000002
crosses_into_penalty_area,5.0
passes_into_final_third,121.0
passes_into_penalty_area,10.0
progressive_passes,123.0
carry_progressive_distance,5307.0
assisted_shots,14.0
fouled,12.0
pens_won,0.0
tackles,61.0
interceptions,45.0
blocks,59.0
tackles_won,32.0
dribble_tackles,16.0
dribbles_vs,58.0
pressures,257.0
pressure_regains,79.0
clearances,132.0
errors,1.0
aerials_won,62.0
aerials_lost,22.0
ball_recoveries,474.0
pens_conceded,0.0
fouls,40.0
cards_yellow_red,0.0
