position,CB
minutes,5050.0
passes_completed,802.0
passes,1304.0
dribbles_completed,64.0
dribbles,135.0
passes_completed_short,516.0
passes_short,744.0
passes_completed_medium,211.0
passes_medium,364.0
passes_completed_long,32.0
passes_long,78.0
passes_total_distance,10540.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,440.0
passes_switches,6.0
crosses,57.0
corner_kicks,0.0
passes_intercepted,32.0
passes_blocked,63.0
dispossessed,105.0
goals,14.0
assists,6.0
pens_made,1.0
pens_att,1.0
shots_total,124.0
shots_on_target,51.0
sca,117.0
gca,21.0
xg,17.699999999999996
crosses_into_penalty_area,5.0
passes_into_final_third,43.0
passes_into_penalty_area,19.0
progressive_passes,57.0
carry_progressive_distance,4429.0
assisted_shots,42.0
fouled,90.0
pens_won,5.0
tackles,23.0
interceptions,9.0
blocks,43.0
tackles_won,16.0
dribble_tackles,7.0
dribbles_vs,33.0
pressures,1066.0
pressure_regains,249.0
clearances,41.0
errors,0.0
aerials_won,298.0
aerials_lost,287.0
ball_recoveries,226.0
pens_conceded,0.0
fouls,126.0
cards_yellow_red,0.0
