position,WB
minutes,817.0
passes_completed,304.0
passes,421.0
dribbles_completed,9.0
dribbles,13.0
passes_completed_short,136.0
passes_short,158.0
passes_completed_medium,138.0
passes_medium,171.0
passes_completed_long,28.0
passes_long,75.0
passes_total_distance,5497.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,62.0
passes_switches,6.0
crosses,21.0
corner_kicks,0.0
passes_intercepted,4.0
passes_blocked,16.0
dispossessed,2.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,8.0
gca,1.0
xg,0.0
crosses_into_penalty_area,4.0
passes_into_final_third,19.0
passes_into_penalty_area,8.0
progressive_passes,24.0
carry_progressive_distance,510.0
assisted_shots,3.0
fouled,16.0
pens_won,0.0
tackles,10.0
interceptions,6.0
blocks,16.0
tackles_won,5.0
dribble_tackles,5.0
dribbles_vs,10.0
pressures,79.0
pressure_regains,21.0
clearances,23.0
errors,0.0
aerials_won,9.0
aerials_lost,8.0
ball_recoveries,79.0
pens_conceded,0.0
fouls,13.0
cards_yellow_red,1.0
