position,LM
minutes,371.0
passes_completed,160.0
passes,207.0
dribbles_completed,8.0
dribbles,13.0
passes_completed_short,98.0
passes_short,113.0
passes_completed_medium,45.0
passes_medium,61.0
passes_completed_long,10.0
passes_long,23.0
passes_total_distance,2324.0
passes_free_kicks,2.0
through_balls,2.0
passes_pressure,39.0
passes_switches,4.0
crosses,8.0
corner_kicks,10.0
passes_intercepted,6.0
passes_blocked,6.0
dispossessed,15.0
goals,3.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,14.0
shots_on_target,8.0
sca,20.0
gca,7.0
xg,1.2000000000000002
crosses_into_penalty_area,0.0
passes_into_final_third,12.0
passes_into_penalty_area,5.0
progressive_passes,16.0
carry_progressive_distance,845.0
assisted_shots,9.0
fouled,7.0
pens_won,1.0
tackles,11.0
interceptions,3.0
blocks,7.0
tackles_won,7.0
dribble_tackles,1.0
dribbles_vs,5.0
pressures,111.0
pressure_regains,34.0
clearances,0.0
errors,0.0
aerials_won,5.0
aerials_lost,14.0
ball_recoveries,36.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
