position,AM
minutes,248.0
passes_completed,41.0
passes,72.0
dribbles_completed,3.0
dribbles,8.0
passes_completed_short,17.0
passes_short,24.0
passes_completed_medium,12.0
passes_medium,24.0
passes_completed_long,11.0
passes_long,21.0
passes_total_distance,944.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,15.0
passes_switches,7.0
crosses,2.0
corner_kicks,3.0
passes_intercepted,1.0
passes_blocked,3.0
dispossessed,9.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,3.0
sca,6.0
gca,0.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,4.0
passes_into_penalty_area,1.0
progressive_passes,5.0
carry_progressive_distance,238.0
assisted_shots,5.0
fouled,10.0
pens_won,0.0
tackles,3.0
interceptions,4.0
blocks,3.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,5.0
pressures,90.0
pressure_regains,21.0
clearances,1.0
errors,0.0
aerials_won,5.0
aerials_lost,0.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
