position,AM
minutes,1055.0
passes_completed,364.0
passes,486.0
dribbles_completed,24.0
dribbles,36.0
passes_completed_short,190.0
passes_short,211.0
passes_completed_medium,126.0
passes_medium,157.0
passes_completed_long,37.0
passes_long,87.0
passes_total_distance,5859.0
passes_free_kicks,20.0
through_balls,2.0
passes_pressure,122.0
passes_switches,10.0
crosses,12.0
corner_kicks,34.0
passes_intercepted,10.0
passes_blocked,13.0
dispossessed,25.0
goals,1.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,7.0
sca,29.0
gca,4.0
xg,1.9
crosses_into_penalty_area,1.0
passes_into_final_third,17.0
passes_into_penalty_area,10.0
progressive_passes,31.0
carry_progressive_distance,1265.0
assisted_shots,16.0
fouled,11.0
pens_won,0.0
tackles,13.0
interceptions,3.0
blocks,16.0
tackles_won,9.0
dribble_tackles,5.0
dribbles_vs,10.0
pressures,259.0
pressure_regains,72.0
clearances,5.0
errors,1.0
aerials_won,12.0
aerials_lost,34.0
ball_recoveries,76.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
