position,LB
minutes,1226.0
passes_completed,483.0
passes,662.0
dribbles_completed,9.0
dribbles,15.0
passes_completed_short,168.0
passes_short,193.0
passes_completed_medium,237.0
passes_medium,291.0
passes_completed_long,70.0
passes_long,155.0
passes_total_distance,9471.0
passes_free_kicks,14.0
through_balls,1.0
passes_pressure,94.0
passes_switches,23.0
crosses,38.0
corner_kicks,2.0
passes_intercepted,17.0
passes_blocked,21.0
dispossessed,8.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,21.0
gca,3.0
xg,0.1
crosses_into_penalty_area,5.0
passes_into_final_third,33.0
passes_into_penalty_area,9.0
progressive_passes,50.0
carry_progressive_distance,1093.0
assisted_shots,9.0
fouled,17.0
pens_won,0.0
tackles,25.0
interceptions,27.0
blocks,21.0
tackles_won,11.0
dribble_tackles,16.0
dribbles_vs,36.0
pressures,92.0
pressure_regains,26.0
clearances,40.0
errors,2.0
aerials_won,13.0
aerials_lost,11.0
ball_recoveries,112.0
pens_conceded,1.0
fouls,21.0
cards_yellow_red,0.0
