position,FW
passes_completed,0.5150385284613472
passes,0.6408153119562515
dribbles_completed,0.02162565249813572
dribbles,0.035794183445190156
passes_completed_short,0.30897340293313447
passes_short,0.34377330350484714
passes_completed_medium,0.1578424061645538
passes_medium,0.19587372607506837
passes_completed_long,0.042505592841163314
passes_long,0.07457121551081283
passes_total_distance,8.070842654735273
passes_free_kicks,0.0037285607755406414
through_balls,0.002734277902063137
passes_pressure,0.09868257519264231
passes_switches,0.019885657469550087
crosses,0.04822271936365896
corner_kicks,0.005965697240865026
passes_intercepted,0.011185682326621925
passes_blocked,0.02411135968182948
dispossessed,0.026597066865523242
goals,0.0017399950285856326
assists,0.002734277902063137
pens_made,0.0
pens_att,0.0
shots_total,0.0166542381307482
shots_on_target,0.007208550832711907
sca,0.04722843649018146
gca,0.005219985085756898
xg,0.0019637086751180715
crosses_into_penalty_area,0.009445687298036291
passes_into_final_third,0.02361421824509073
passes_into_penalty_area,0.027094208302261995
progressive_passes,0.04722843649018146
carry_progressive_distance,1.905543127019637
assisted_shots,0.024359930400198855
fouled,0.0228685060899826
pens_won,0.0007457121551081282
tackles,0.02609992542878449
interceptions,0.00695998011434253
blocks,0.01590852597564007
tackles_won,0.017897091722595078
dribble_tackles,0.008451404424558787
dribbles_vs,0.025602783992045738
pressures,0.28113348247576436
pressure_regains,0.07133979617201093
clearances,0.004722843649018146
errors,0.0004971414367387521
aerials_won,0.003479990057171265
aerials_lost,0.006214267959234402
ball_recoveries,0.07258264976385782
pens_conceded,0.0
fouls,0.025105642555306985
cards_yellow_red,0.00024857071836937607
