position,RM
minutes,5124.0
passes_completed,2122.0
passes,2715.0
dribbles_completed,143.0
dribbles,218.0
passes_completed_short,1031.0
passes_short,1181.0
passes_completed_medium,779.0
passes_medium,932.0
passes_completed_long,267.0
passes_long,497.0
passes_total_distance,37821.0
passes_free_kicks,76.0
through_balls,9.0
passes_pressure,506.0
passes_switches,126.0
crosses,148.0
corner_kicks,145.0
passes_intercepted,65.0
passes_blocked,79.0
dispossessed,117.0
goals,4.0
assists,11.0
pens_made,0.0
pens_att,0.0
shots_total,85.0
shots_on_target,27.0
sca,184.0
gca,25.0
xg,7.300000000000002
crosses_into_penalty_area,14.0
passes_into_final_third,199.0
passes_into_penalty_area,69.0
progressive_passes,261.0
carry_progressive_distance,9798.0
assisted_shots,101.0
fouled,85.0
pens_won,2.0
tackles,67.0
interceptions,48.0
blocks,80.0
tackles_won,36.0
dribble_tackles,24.0
dribbles_vs,91.0
pressures,1361.0
pressure_regains,290.0
clearances,15.0
errors,0.0
aerials_won,17.0
aerials_lost,29.0
ball_recoveries,364.0
pens_conceded,0.0
fouls,39.0
cards_yellow_red,0.0
