position,GK
minutes,5760.0
passes_completed,1267.0
passes,1968.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,133.0
passes_short,133.0
passes_completed_medium,466.0
passes_medium,468.0
passes_completed_long,667.0
passes_long,1365.0
passes_total_distance,47714.0
passes_free_kicks,145.0
through_balls,1.0
passes_pressure,199.0
passes_switches,59.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,6.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,8.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,27.0
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,2427.0
assisted_shots,2.0
fouled,11.0
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,3.0
pressures,1.0
pressure_regains,0.0
clearances,2.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,323.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
