position,DM
passes_completed,0.3967039434961742
passes,0.4776339022954679
dribbles_completed,0.00529723366686286
dribbles,0.00824014125956445
passes_completed_short,0.15891701000588582
passes_short,0.18216597998822837
passes_completed_medium,0.18187168922895822
passes_medium,0.21100647439670395
passes_completed_long,0.04914655679811654
passes_long,0.06650971159505592
passes_total_distance,7.348734549735139
passes_free_kicks,0.01059446733372572
through_balls,0.0
passes_pressure,0.07327839905826956
passes_switches,0.011477339611536198
crosses,0.002942907592701589
corner_kicks,0.0005885815185403178
passes_intercepted,0.00824014125956445
passes_blocked,0.012065921130076516
dispossessed,0.009417304296645085
goals,0.0
assists,0.0002942907592701589
pens_made,0.0
pens_att,0.0
shots_total,0.006474396703943496
shots_on_target,0.0014714537963507945
sca,0.014714537963507945
gca,0.0011771630370806356
xg,0.00044143613890523835
crosses_into_penalty_area,0.0008828722778104767
passes_into_final_third,0.031489111241907
passes_into_penalty_area,0.003531489111241907
progressive_passes,0.038552089464390815
carry_progressive_distance,0.8931724543849323
assisted_shots,0.005591524426133019
fouled,0.018246027074749854
pens_won,0.0
tackles,0.033549146556798116
interceptions,0.011771630370806356
blocks,0.023543260741612712
tackles_won,0.020306062389640965
dribble_tackles,0.01059446733372572
dribbles_vs,0.036786344908769864
pressures,0.2736904061212478
pressure_regains,0.08181283107710417
clearances,0.02207180694526192
errors,0.0002942907592701589
aerials_won,0.010300176574455562
aerials_lost,0.015008828722778105
ball_recoveries,0.15891701000588582
pens_conceded,0.0
fouls,0.015008828722778105
cards_yellow_red,0.0
