position,CM
minutes,2216.0
passes_completed,1671.0
passes,1878.0
dribbles_completed,13.0
dribbles,26.0
passes_completed_short,720.0
passes_short,786.0
passes_completed_medium,681.0
passes_medium,746.0
passes_completed_long,253.0
passes_long,298.0
passes_total_distance,32144.0
passes_free_kicks,19.0
through_balls,5.0
passes_pressure,328.0
passes_switches,73.0
crosses,21.0
corner_kicks,1.0
passes_intercepted,27.0
passes_blocked,32.0
dispossessed,27.0
goals,8.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,59.0
shots_on_target,21.0
sca,84.0
gca,13.0
xg,5.7
crosses_into_penalty_area,2.0
passes_into_final_third,244.0
passes_into_penalty_area,32.0
progressive_passes,203.0
carry_progressive_distance,3822.0
assisted_shots,31.0
fouled,47.0
pens_won,1.0
tackles,39.0
interceptions,16.0
blocks,31.0
tackles_won,23.0
dribble_tackles,11.0
dribbles_vs,41.0
pressures,393.0
pressure_regains,139.0
clearances,14.0
errors,1.0
aerials_won,25.0
aerials_lost,26.0
ball_recoveries,255.0
pens_conceded,0.0
fouls,29.0
cards_yellow_red,0.0
