position,CB
minutes,5059.0
passes_completed,1864.0
passes,2239.0
dribbles_completed,22.0
dribbles,30.0
passes_completed_short,521.0
passes_short,583.0
passes_completed_medium,1029.0
passes_medium,1137.0
passes_completed_long,295.0
passes_long,483.0
passes_total_distance,39789.0
passes_free_kicks,87.0
through_balls,1.0
passes_pressure,321.0
passes_switches,71.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,15.0
passes_blocked,18.0
dispossessed,11.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,25.0
shots_on_target,7.0
sca,28.0
gca,1.0
xg,1.7000000000000002
crosses_into_penalty_area,2.0
passes_into_final_third,116.0
passes_into_penalty_area,11.0
progressive_passes,120.0
carry_progressive_distance,5848.0
assisted_shots,10.0
fouled,71.0
pens_won,0.0
tackles,68.0
interceptions,73.0
blocks,90.0
tackles_won,42.0
dribble_tackles,20.0
dribbles_vs,43.0
pressures,410.0
pressure_regains,142.0
clearances,366.0
errors,5.0
aerials_won,130.0
aerials_lost,81.0
ball_recoveries,611.0
pens_conceded,3.0
fouls,69.0
cards_yellow_red,0.0
