position,LM
minutes,3606.0
passes_completed,1465.0
passes,1753.0
dribbles_completed,21.0
dribbles,36.0
passes_completed_short,735.0
passes_short,807.0
passes_completed_medium,554.0
passes_medium,640.0
passes_completed_long,143.0
passes_long,243.0
passes_total_distance,24818.0
passes_free_kicks,87.0
through_balls,5.0
passes_pressure,282.0
passes_switches,37.0
crosses,37.0
corner_kicks,80.0
passes_intercepted,21.0
passes_blocked,30.0
dispossessed,46.0
goals,0.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,48.0
shots_on_target,13.0
sca,98.0
gca,8.0
xg,3.7000000000000006
crosses_into_penalty_area,5.0
passes_into_final_third,107.0
passes_into_penalty_area,14.0
progressive_passes,102.0
carry_progressive_distance,3246.0
assisted_shots,56.0
fouled,77.0
pens_won,0.0
tackles,80.0
interceptions,37.0
blocks,62.0
tackles_won,52.0
dribble_tackles,32.0
dribbles_vs,96.0
pressures,883.0
pressure_regains,216.0
clearances,44.0
errors,0.0
aerials_won,28.0
aerials_lost,40.0
ball_recoveries,320.0
pens_conceded,0.0
fouls,58.0
cards_yellow_red,0.0
