position,GK
passes_completed,0.22700387517846216
passes,0.34009789924536
dribbles_completed,0.00030593514174994904
dribbles,0.0004079135223332653
passes_completed_short,0.0205996328778299
passes_short,0.020803589638996534
passes_completed_medium,0.0905568019579849
passes_medium,0.09208647766673465
passes_completed_long,0.1154395268203141
passes_long,0.2264939832755456
passes_total_distance,8.204364674688966
passes_free_kicks,0.03661023862941056
through_balls,0.00020395676116663266
passes_pressure,0.030185600652661636
passes_switches,0.02590250866816235
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0022435243728329596
passes_blocked,0.0010197838058331635
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.00020395676116663266
shots_on_target,0.0
sca,0.000917805425249847
gca,0.0
xg,1.0197838058331634e-05
crosses_into_penalty_area,0.0
passes_into_final_third,0.003977156842749337
passes_into_penalty_area,0.0
progressive_passes,0.0006118702834998981
carry_progressive_distance,0.551906995716908
assisted_shots,0.0005098919029165817
fouled,0.0016316540893330613
pens_won,0.0
tackles,0.0
interceptions,0.00010197838058331633
blocks,0.00010197838058331633
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.00020395676116663266
pressures,0.0007138486640832143
pressure_regains,0.00020395676116663266
clearances,0.0005098919029165817
errors,0.00010197838058331633
aerials_won,0.00010197838058331633
aerials_lost,0.00010197838058331633
ball_recoveries,0.05466041199265756
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
