position,LB
minutes,2642.0
passes_completed,727.0
passes,1024.0
dribbles_completed,34.0
dribbles,68.0
passes_completed_short,394.0
passes_short,467.0
passes_completed_medium,274.0
passes_medium,371.0
passes_completed_long,55.0
passes_long,148.0
passes_total_distance,12033.0
passes_free_kicks,11.0
through_balls,3.0
passes_pressure,201.0
passes_switches,25.0
crosses,61.0
corner_kicks,30.0
passes_intercepted,28.0
passes_blocked,43.0
dispossessed,57.0
goals,2.0
assists,6.0
pens_made,0.0
pens_att,0.0
shots_total,29.0
shots_on_target,10.0
sca,74.0
gca,10.0
xg,3.300000000000001
crosses_into_penalty_area,5.0
passes_into_final_third,47.0
passes_into_penalty_area,18.0
progressive_passes,76.0
carry_progressive_distance,3378.0
assisted_shots,32.0
fouled,24.0
pens_won,0.0
tackles,42.0
interceptions,17.0
blocks,59.0
tackles_won,25.0
dribble_tackles,12.0
dribbles_vs,33.0
pressures,674.0
pressure_regains,126.0
clearances,44.0
errors,0.0
aerials_won,18.0
aerials_lost,40.0
ball_recoveries,221.0
pens_conceded,1.0
fouls,24.0
cards_yellow_red,0.0
