position,LB
minutes,6712.0
passes_completed,2529.0
passes,3414.0
dribbles_completed,119.0
dribbles,200.0
passes_completed_short,1057.0
passes_short,1253.0
passes_completed_medium,1135.0
passes_medium,1425.0
passes_completed_long,302.0
passes_long,583.0
passes_total_distance,47191.0
passes_free_kicks,44.0
through_balls,2.0
passes_pressure,504.0
passes_switches,86.0
crosses,221.0
corner_kicks,12.0
passes_intercepted,66.0
passes_blocked,150.0
dispossessed,116.0
goals,7.0
assists,8.0
pens_made,0.0
pens_att,0.0
shots_total,54.0
shots_on_target,19.0
sca,156.0
gca,26.0
xg,4.8
crosses_into_penalty_area,45.0
passes_into_final_third,190.0
passes_into_penalty_area,86.0
progressive_passes,294.0
carry_progressive_distance,11540.0
assisted_shots,91.0
fouled,96.0
pens_won,0.0
tackles,127.0
interceptions,48.0
blocks,173.0
tackles_won,88.0
dribble_tackles,39.0
dribbles_vs,84.0
pressures,1054.0
pressure_regains,349.0
clearances,141.0
errors,2.0
aerials_won,45.0
aerials_lost,49.0
ball_recoveries,639.0
pens_conceded,0.0
fouls,50.0
cards_yellow_red,0.0
