position,RM
minutes,671.0
passes_completed,159.0
passes,232.0
dribbles_completed,7.0
dribbles,13.0
passes_completed_short,87.0
passes_short,106.0
passes_completed_medium,51.0
passes_medium,74.0
passes_completed_long,19.0
passes_long,43.0
passes_total_distance,2720.0
passes_free_kicks,6.0
through_balls,0.0
passes_pressure,50.0
passes_switches,12.0
crosses,23.0
corner_kicks,9.0
passes_intercepted,6.0
passes_blocked,11.0
dispossessed,9.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,1.0
sca,14.0
gca,1.0
xg,1.0
crosses_into_penalty_area,3.0
passes_into_final_third,7.0
passes_into_penalty_area,5.0
progressive_passes,10.0
carry_progressive_distance,855.0
assisted_shots,8.0
fouled,3.0
pens_won,0.0
tackles,5.0
interceptions,7.0
blocks,8.0
tackles_won,5.0
dribble_tackles,2.0
dribbles_vs,16.0
pressures,173.0
pressure_regains,31.0
clearances,3.0
errors,0.0
aerials_won,0.0
aerials_lost,4.0
ball_recoveries,42.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
