position,LM
minutes,742.0
passes_completed,148.0
passes,204.0
dribbles_completed,7.0
dribbles,13.0
passes_completed_short,90.0
passes_short,107.0
passes_completed_medium,47.0
passes_medium,69.0
passes_completed_long,4.0
passes_long,13.0
passes_total_distance,1991.0
passes_free_kicks,1.0
through_balls,2.0
passes_pressure,60.0
passes_switches,0.0
crosses,8.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,11.0
dispossessed,14.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,18.0
shots_on_target,7.0
sca,11.0
gca,1.0
xg,3.2
crosses_into_penalty_area,0.0
passes_into_final_third,6.0
passes_into_penalty_area,3.0
progressive_passes,10.0
carry_progressive_distance,499.0
assisted_shots,5.0
fouled,11.0
pens_won,1.0
tackles,8.0
interceptions,3.0
blocks,10.0
tackles_won,6.0
dribble_tackles,4.0
dribbles_vs,12.0
pressures,168.0
pressure_regains,43.0
clearances,15.0
errors,0.0
aerials_won,18.0
aerials_lost,26.0
ball_recoveries,43.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
