position,WB
passes_completed,0.33177022274325907
passes,0.4765533411488863
dribbles_completed,0.007033997655334115
dribbles,0.016412661195779603
passes_completed_short,0.16588511137162953
passes_short,0.1981242672919109
passes_completed_medium,0.13716295427901523
passes_medium,0.19167643610785462
passes_completed_long,0.021688159437280186
passes_long,0.06506447831184056
passes_total_distance,5.430246189917937
passes_free_kicks,0.004103165298944901
through_balls,0.0
passes_pressure,0.0738569753810082
passes_switches,0.0035169988276670576
crosses,0.020515826494724502
corner_kicks,0.0
passes_intercepted,0.007033997655334115
passes_blocked,0.01992966002344666
dispossessed,0.011723329425556858
goals,0.0
assists,0.0005861664712778429
pens_made,0.0
pens_att,0.0
shots_total,0.008206330597889801
shots_on_target,0.0023446658851113715
sca,0.00996483001172333
gca,0.0
xg,0.0005275498241500586
crosses_into_penalty_area,0.0011723329425556857
passes_into_final_third,0.021688159437280186
passes_into_penalty_area,0.0035169988276670576
progressive_passes,0.0369284876905041
carry_progressive_distance,1.1793669402110198
assisted_shots,0.004689331770222743
fouled,0.013481828839390387
pens_won,0.0
tackles,0.021101992966002344
interceptions,0.008206330597889801
blocks,0.020515826494724502
tackles_won,0.012895662368112544
dribble_tackles,0.005275498241500586
dribbles_vs,0.015826494724501757
pressures,0.1746776084407972
pressure_regains,0.05041031652989449
clearances,0.031652989449003514
errors,0.0005861664712778429
aerials_won,0.027549824150058615
aerials_lost,0.027549824150058615
ball_recoveries,0.09788980070339977
pens_conceded,0.0
fouls,0.02637749120750293
cards_yellow_red,0.0
