position,LM
minutes,812.0
passes_completed,102.0
passes,158.0
dribbles_completed,2.0
dribbles,6.0
passes_completed_short,66.0
passes_short,90.0
passes_completed_medium,21.0
passes_medium,39.0
passes_completed_long,4.0
passes_long,11.0
passes_total_distance,1232.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,44.0
passes_switches,1.0
crosses,5.0
corner_kicks,4.0
passes_intercepted,4.0
passes_blocked,5.0
dispossessed,16.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,4.0
sca,11.0
gca,3.0
xg,1.5
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,3.0
progressive_passes,6.0
carry_progressive_distance,387.0
assisted_shots,4.0
fouled,33.0
pens_won,2.0
tackles,13.0
interceptions,3.0
blocks,10.0
tackles_won,6.0
dribble_tackles,5.0
dribbles_vs,18.0
pressures,237.0
pressure_regains,66.0
clearances,4.0
errors,0.0
aerials_won,21.0
aerials_lost,52.0
ball_recoveries,47.0
pens_conceded,0.0
fouls,21.0
cards_yellow_red,0.0
