position,CB
minutes,6406.0
passes_completed,3670.0
passes,4213.0
dribbles_completed,22.0
dribbles,26.0
passes_completed_short,864.0
passes_short,952.0
passes_completed_medium,2078.0
passes_medium,2224.0
passes_completed_long,715.0
passes_long,994.0
passes_total_distance,82831.0
passes_free_kicks,81.0
through_balls,2.0
passes_pressure,617.0
passes_switches,132.0
crosses,7.0
corner_kicks,1.0
passes_intercepted,25.0
passes_blocked,40.0
dispossessed,15.0
goals,4.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,39.0
shots_on_target,13.0
sca,28.0
gca,2.0
xg,3.900000000000001
crosses_into_penalty_area,0.0
passes_into_final_third,241.0
passes_into_penalty_area,10.0
progressive_passes,195.0
carry_progressive_distance,13219.0
assisted_shots,7.0
fouled,58.0
pens_won,1.0
tackles,97.0
interceptions,65.0
blocks,105.0
tackles_won,65.0
dribble_tackles,41.0
dribbles_vs,84.0
pressures,595.0
pressure_regains,216.0
clearances,323.0
errors,2.0
aerials_won,155.0
aerials_lost,99.0
ball_recoveries,787.0
pens_conceded,4.0
fouls,76.0
cards_yellow_red,2.0
