position,CM
minutes,1534.0
passes_completed,542.0
passes,721.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,209.0
passes_short,245.0
passes_completed_medium,253.0
passes_medium,295.0
passes_completed_long,65.0
passes_long,146.0
passes_total_distance,10353.0
passes_free_kicks,72.0
through_balls,2.0
passes_pressure,89.0
passes_switches,36.0
crosses,45.0
corner_kicks,55.0
passes_intercepted,12.0
passes_blocked,23.0
dispossessed,11.0
goals,3.0
assists,5.0
pens_made,0.0
pens_att,0.0
shots_total,29.0
shots_on_target,10.0
sca,57.0
gca,7.0
xg,1.4000000000000004
crosses_into_penalty_area,5.0
passes_into_final_third,50.0
passes_into_penalty_area,14.0
progressive_passes,44.0
carry_progressive_distance,724.0
assisted_shots,37.0
fouled,21.0
pens_won,1.0
tackles,21.0
interceptions,3.0
blocks,27.0
tackles_won,14.0
dribble_tackles,8.0
dribbles_vs,24.0
pressures,224.0
pressure_regains,38.0
clearances,24.0
errors,0.0
aerials_won,11.0
aerials_lost,10.0
ball_recoveries,127.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
