position,LW
minutes,4574.0
passes_completed,845.0
passes,1049.0
dribbles_completed,140.0
dribbles,261.0
passes_completed_short,484.0
passes_short,569.0
passes_completed_medium,318.0
passes_medium,374.0
passes_completed_long,29.0
passes_long,47.0
passes_total_distance,12473.0
passes_free_kicks,3.0
through_balls,7.0
passes_pressure,243.0
passes_switches,6.0
crosses,39.0
corner_kicks,7.0
passes_intercepted,27.0
passes_blocked,49.0
dispossessed,112.0
goals,18.0
assists,6.0
pens_made,0.0
pens_att,1.0
shots_total,101.0
shots_on_target,42.0
sca,136.0
gca,24.0
xg,17.0
crosses_into_penalty_area,1.0
passes_into_final_third,48.0
passes_into_penalty_area,52.0
progressive_passes,111.0
carry_progressive_distance,10240.0
assisted_shots,41.0
fouled,46.0
pens_won,1.0
tackles,24.0
interceptions,21.0
blocks,18.0
tackles_won,17.0
dribble_tackles,6.0
dribbles_vs,31.0
pressures,747.0
pressure_regains,144.0
clearances,3.0
errors,0.0
aerials_won,2.0
aerials_lost,16.0
ball_recoveries,217.0
pens_conceded,0.0
fouls,22.0
cards_yellow_red,0.0
