position,LW
minutes,5010.0
passes_completed,2094.0
passes,2691.0
dribbles_completed,74.0
dribbles,152.0
passes_completed_short,1084.0
passes_short,1270.0
passes_completed_medium,775.0
passes_medium,931.0
passes_completed_long,173.0
passes_long,333.0
passes_total_distance,34228.0
passes_free_kicks,25.0
through_balls,16.0
passes_pressure,538.0
passes_switches,84.0
crosses,116.0
corner_kicks,90.0
passes_intercepted,65.0
passes_blocked,110.0
dispossessed,112.0
goals,18.0
assists,18.0
pens_made,0.0
pens_att,0.0
shots_total,131.0
shots_on_target,46.0
sca,219.0
gca,33.0
xg,13.5
crosses_into_penalty_area,9.0
passes_into_final_third,164.0
passes_into_penalty_area,91.0
progressive_passes,242.0
carry_progressive_distance,9987.0
assisted_shots,99.0
fouled,68.0
pens_won,1.0
tackles,100.0
interceptions,43.0
blocks,96.0
tackles_won,62.0
dribble_tackles,30.0
dribbles_vs,105.0
pressures,1144.0
pressure_regains,274.0
clearances,25.0
errors,0.0
aerials_won,30.0
aerials_lost,53.0
ball_recoveries,469.0
pens_conceded,1.0
fouls,69.0
cards_yellow_red,0.0
