position,FW
minutes,3853.0
passes_completed,769.0
passes,1036.0
dribbles_completed,77.0
dribbles,121.0
passes_completed_short,439.0
passes_short,549.0
passes_completed_medium,230.0
passes_medium,309.0
passes_completed_long,54.0
passes_long,81.0
passes_total_distance,11280.0
passes_free_kicks,4.0
through_balls,4.0
passes_pressure,328.0
passes_switches,19.0
crosses,16.0
corner_kicks,0.0
passes_intercepted,28.0
passes_blocked,50.0
dispossessed,146.0
goals,15.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,89.0
shots_on_target,24.0
sca,121.0
gca,15.0
xg,11.799999999999999
crosses_into_penalty_area,2.0
passes_into_final_third,61.0
passes_into_penalty_area,22.0
progressive_passes,63.0
carry_progressive_distance,4260.0
assisted_shots,49.0
fouled,105.0
pens_won,1.0
tackles,53.0
interceptions,4.0
blocks,36.0
tackles_won,32.0
dribble_tackles,18.0
dribbles_vs,51.0
pressures,834.0
pressure_regains,203.0
clearances,36.0
errors,0.0
aerials_won,110.0
aerials_lost,163.0
ball_recoveries,197.0
pens_conceded,0.0
fouls,130.0
cards_yellow_red,0.0
