position,AM
minutes,741.0
passes_completed,168.0
passes,208.0
dribbles_completed,17.0
dribbles,28.0
passes_completed_short,82.0
passes_short,97.0
passes_completed_medium,64.0
passes_medium,76.0
passes_completed_long,18.0
passes_long,24.0
passes_total_distance,2926.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,73.0
passes_switches,4.0
crosses,2.0
corner_kicks,1.0
passes_intercepted,6.0
passes_blocked,8.0
dispossessed,21.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,5.0
sca,23.0
gca,3.0
xg,0.9
crosses_into_penalty_area,0.0
passes_into_final_third,15.0
passes_into_penalty_area,0.0
progressive_passes,12.0
carry_progressive_distance,607.0
assisted_shots,10.0
fouled,15.0
pens_won,0.0
tackles,8.0
interceptions,3.0
blocks,7.0
tackles_won,6.0
dribble_tackles,1.0
dribbles_vs,10.0
pressures,207.0
pressure_regains,52.0
clearances,3.0
errors,0.0
aerials_won,8.0
aerials_lost,12.0
ball_recoveries,48.0
pens_conceded,0.0
fouls,16.0
cards_yellow_red,0.0
