position,RW
passes_completed,0.18866886688668866
passes,0.29372937293729373
dribbles_completed,0.007150715071507151
dribbles,0.0121012101210121
passes_completed_short,0.11221122112211221
passes_short,0.16226622662266227
passes_completed_medium,0.0594059405940594
passes_medium,0.09625962596259625
passes_completed_long,0.009075907590759076
passes_long,0.01485148514851485
passes_total_distance,2.6754675467546756
passes_free_kicks,0.000275027502750275
through_balls,0.00055005500550055
passes_pressure,0.11688668866886688
passes_switches,0.0013751375137513752
crosses,0.0044004400440044
corner_kicks,0.0
passes_intercepted,0.006875687568756876
passes_blocked,0.009075907590759076
dispossessed,0.027502750275027504
goals,0.0024752475247524753
assists,0.0011001100110011
pens_made,0.0
pens_att,0.0
shots_total,0.03107810781078108
shots_on_target,0.012651265126512651
sca,0.0165016501650165
gca,0.0022002200220022
xg,0.002805280528052805
crosses_into_penalty_area,0.0
passes_into_final_third,0.012376237623762377
passes_into_penalty_area,0.0027502750275027505
progressive_passes,0.014301430143014302
carry_progressive_distance,0.6135863586358636
assisted_shots,0.008525852585258526
fouled,0.0088008800880088
pens_won,0.0
tackles,0.007975797579757976
interceptions,0.0027502750275027505
blocks,0.01155115511551155
tackles_won,0.005500550055005501
dribble_tackles,0.0011001100110011
dribbles_vs,0.006875687568756876
pressures,0.22304730473047304
pressure_regains,0.06298129812981298
clearances,0.010451045104510451
errors,0.000275027502750275
aerials_won,0.07205720572057206
aerials_lost,0.056105610561056105
ball_recoveries,0.04950495049504951
pens_conceded,0.0
fouls,0.016226622662266228
cards_yellow_red,0.0
