position,FW
minutes,5690.0
passes_completed,1174.0
passes,1560.0
dribbles_completed,11.0
dribbles,33.0
passes_completed_short,674.0
passes_short,813.0
passes_completed_medium,368.0
passes_medium,486.0
passes_completed_long,66.0
passes_long,129.0
passes_total_distance,16922.0
passes_free_kicks,7.0
through_balls,4.0
passes_pressure,373.0
passes_switches,23.0
crosses,66.0
corner_kicks,1.0
passes_intercepted,35.0
passes_blocked,66.0
dispossessed,60.0
goals,19.0
assists,11.0
pens_made,0.0
pens_att,1.0
shots_total,136.0
shots_on_target,53.0
sca,116.0
gca,22.0
xg,16.300000000000004
crosses_into_penalty_area,11.0
passes_into_final_third,60.0
passes_into_penalty_area,32.0
progressive_passes,70.0
carry_progressive_distance,1788.0
assisted_shots,48.0
fouled,49.0
pens_won,2.0
tackles,67.0
interceptions,18.0
blocks,65.0
tackles_won,45.0
dribble_tackles,15.0
dribbles_vs,71.0
pressures,1074.0
pressure_regains,275.0
clearances,66.0
errors,0.0
aerials_won,130.0
aerials_lost,226.0
ball_recoveries,257.0
pens_conceded,0.0
fouls,62.0
cards_yellow_red,0.0
