position,RM
passes_completed,0.24244553759662685
passes,0.36331693605059734
dribbles_completed,0.007730147575544624
dribbles,0.011243851018973999
passes_completed_short,0.12297962052002812
passes_short,0.16725228390723823
passes_completed_medium,0.08081517919887561
passes_medium,0.11946591707659873
passes_completed_long,0.030920590302178495
passes_long,0.05551651440618412
passes_total_distance,4.20449754040759
passes_free_kicks,0.0007027406886858749
through_balls,0.0
passes_pressure,0.08292340126493324
passes_switches,0.015460295151089248
crosses,0.05200281096275474
corner_kicks,0.004216444132115249
passes_intercepted,0.016865776528460996
passes_blocked,0.014054813773717497
dispossessed,0.009135628952916374
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.007730147575544624
shots_on_target,0.0028109627547434997
sca,0.03162333099086437
gca,0.0014054813773717498
xg,0.0007730147575544623
crosses_into_penalty_area,0.016163035839775124
passes_into_final_third,0.012649332396345749
passes_into_penalty_area,0.023190442726633873
progressive_passes,0.030920590302178495
carry_progressive_distance,1.3928320449754041
assisted_shots,0.02108222066057625
fouled,0.009135628952916374
pens_won,0.0
tackles,0.006324666198172874
interceptions,0.009838369641602248
blocks,0.011946591707659873
tackles_won,0.0021082220660576245
dribble_tackles,0.0007027406886858749
dribbles_vs,0.007730147575544624
pressures,0.14195361911454674
pressure_regains,0.02881236823612087
clearances,0.004216444132115249
errors,0.0
aerials_won,0.0014054813773717498
aerials_lost,0.0014054813773717498
ball_recoveries,0.07519325368938862
pens_conceded,0.0
fouls,0.009838369641602248
cards_yellow_red,0.0
