position,LM
minutes,2982.0
passes_completed,1029.0
passes,1275.0
dribbles_completed,30.0
dribbles,46.0
passes_completed_short,490.0
passes_short,556.0
passes_completed_medium,383.0
passes_medium,438.0
passes_completed_long,144.0
passes_long,247.0
passes_total_distance,18906.0
passes_free_kicks,45.0
through_balls,5.0
passes_pressure,264.0
passes_switches,43.0
crosses,26.0
corner_kicks,49.0
passes_intercepted,22.0
passes_blocked,20.0
dispossessed,41.0
goals,9.0
assists,3.0
pens_made,0.0
pens_att,1.0
shots_total,59.0
shots_on_target,17.0
sca,84.0
gca,7.0
xg,3.400000000000001
crosses_into_penalty_area,3.0
passes_into_final_third,110.0
passes_into_penalty_area,12.0
progressive_passes,110.0
carry_progressive_distance,3772.0
assisted_shots,38.0
fouled,18.0
pens_won,0.0
tackles,48.0
interceptions,17.0
blocks,54.0
tackles_won,30.0
dribble_tackles,21.0
dribbles_vs,86.0
pressures,934.0
pressure_regains,202.0
clearances,21.0
errors,0.0
aerials_won,20.0
aerials_lost,43.0
ball_recoveries,284.0
pens_conceded,0.0
fouls,49.0
cards_yellow_red,0.0
