position,LB
minutes,4220.0
passes_completed,1756.0
passes,2413.0
dribbles_completed,81.0
dribbles,124.0
passes_completed_short,793.0
passes_short,928.0
passes_completed_medium,752.0
passes_medium,965.0
passes_completed_long,188.0
passes_long,444.0
passes_total_distance,31460.0
passes_free_kicks,36.0
through_balls,2.0
passes_pressure,375.0
passes_switches,66.0
crosses,140.0
corner_kicks,25.0
passes_intercepted,54.0
passes_blocked,67.0
dispossessed,62.0
goals,2.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,19.0
shots_on_target,8.0
sca,90.0
gca,6.0
xg,0.7000000000000001
crosses_into_penalty_area,31.0
passes_into_final_third,121.0
passes_into_penalty_area,59.0
progressive_passes,165.0
carry_progressive_distance,6279.0
assisted_shots,51.0
fouled,34.0
pens_won,0.0
tackles,90.0
interceptions,49.0
blocks,114.0
tackles_won,66.0
dribble_tackles,40.0
dribbles_vs,97.0
pressures,739.0
pressure_regains,231.0
clearances,99.0
errors,3.0
aerials_won,39.0
aerials_lost,39.0
ball_recoveries,459.0
pens_conceded,0.0
fouls,41.0
cards_yellow_red,0.0
