position,DM
minutes,4696.0
passes_completed,2537.0
passes,2908.0
dribbles_completed,31.0
dribbles,39.0
passes_completed_short,812.0
passes_short,902.0
passes_completed_medium,1289.0
passes_medium,1396.0
passes_completed_long,410.0
passes_long,568.0
passes_total_distance,52416.0
passes_free_kicks,107.0
through_balls,0.0
passes_pressure,372.0
passes_switches,98.0
crosses,14.0
corner_kicks,0.0
passes_intercepted,27.0
passes_blocked,15.0
dispossessed,10.0
goals,3.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,23.0
shots_on_target,7.0
sca,25.0
gca,4.0
xg,2.0
crosses_into_penalty_area,2.0
passes_into_final_third,125.0
passes_into_penalty_area,12.0
progressive_passes,130.0
carry_progressive_distance,6247.0
assisted_shots,5.0
fouled,32.0
pens_won,0.0
tackles,106.0
interceptions,58.0
blocks,83.0
tackles_won,62.0
dribble_tackles,34.0
dribbles_vs,73.0
pressures,531.0
pressure_regains,185.0
clearances,200.0
errors,2.0
aerials_won,74.0
aerials_lost,49.0
ball_recoveries,534.0
pens_conceded,1.0
fouls,34.0
cards_yellow_red,0.0
