position,DM
minutes,7045.0
passes_completed,5459.0
passes,6241.0
dribbles_completed,55.0
dribbles,73.0
passes_completed_short,2186.0
passes_short,2344.0
passes_completed_medium,2284.0
passes_medium,2490.0
passes_completed_long,908.0
passes_long,1263.0
passes_total_distance,107904.0
passes_free_kicks,363.0
through_balls,13.0
passes_pressure,803.0
passes_switches,331.0
crosses,96.0
corner_kicks,251.0
passes_intercepted,65.0
passes_blocked,85.0
dispossessed,60.0
goals,10.0
assists,20.0
pens_made,0.0
pens_att,0.0
shots_total,103.0
shots_on_target,29.0
sca,323.0
gca,36.0
xg,4.9
crosses_into_penalty_area,14.0
passes_into_final_third,570.0
passes_into_penalty_area,91.0
progressive_passes,508.0
carry_progressive_distance,9610.0
assisted_shots,187.0
fouled,73.0
pens_won,2.0
tackles,127.0
interceptions,101.0
blocks,113.0
tackles_won,80.0
dribble_tackles,35.0
dribbles_vs,166.0
pressures,1245.0
pressure_regains,334.0
clearances,70.0
errors,6.0
aerials_won,38.0
aerials_lost,51.0
ball_recoveries,844.0
pens_conceded,0.0
fouls,118.0
cards_yellow_red,1.0
