position,DM
minutes,2239.0
passes_completed,782.0
passes,906.0
dribbles_completed,6.0
dribbles,8.0
passes_completed_short,321.0
passes_short,351.0
passes_completed_medium,337.0
passes_medium,386.0
passes_completed_long,114.0
passes_long,151.0
passes_total_distance,14937.0
passes_free_kicks,21.0
through_balls,4.0
passes_pressure,114.0
passes_switches,25.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,8.0
passes_blocked,11.0
dispossessed,14.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,18.0
gca,4.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,54.0
passes_into_penalty_area,5.0
progressive_passes,59.0
carry_progressive_distance,1755.0
assisted_shots,8.0
fouled,40.0
pens_won,0.0
tackles,64.0
interceptions,17.0
blocks,47.0
tackles_won,43.0
dribble_tackles,18.0
dribbles_vs,60.0
pressures,477.0
pressure_regains,118.0
clearances,37.0
errors,0.0
aerials_won,27.0
aerials_lost,24.0
ball_recoveries,205.0
pens_conceded,1.0
fouls,64.0
cards_yellow_red,1.0
