position,CM
minutes,4194.0
passes_completed,1921.0
passes,2430.0
dribbles_completed,34.0
dribbles,52.0
passes_completed_short,692.0
passes_short,807.0
passes_completed_medium,906.0
passes_medium,1066.0
passes_completed_long,300.0
passes_long,480.0
passes_total_distance,38240.0
passes_free_kicks,92.0
through_balls,6.0
passes_pressure,488.0
passes_switches,58.0
crosses,50.0
corner_kicks,31.0
passes_intercepted,37.0
passes_blocked,59.0
dispossessed,40.0
goals,6.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,43.0
shots_on_target,13.0
sca,92.0
gca,10.0
xg,2.8000000000000003
crosses_into_penalty_area,8.0
passes_into_final_third,164.0
passes_into_penalty_area,45.0
progressive_passes,208.0
carry_progressive_distance,4222.0
assisted_shots,48.0
fouled,68.0
pens_won,0.0
tackles,114.0
interceptions,53.0
blocks,117.0
tackles_won,72.0
dribble_tackles,37.0
dribbles_vs,117.0
pressures,928.0
pressure_regains,278.0
clearances,125.0
errors,0.0
aerials_won,115.0
aerials_lost,94.0
ball_recoveries,528.0
pens_conceded,1.0
fouls,42.0
cards_yellow_red,0.0
