position,RM
minutes,6286.0
passes_completed,2426.0
passes,3279.0
dribbles_completed,67.0
dribbles,126.0
passes_completed_short,1277.0
passes_short,1516.0
passes_completed_medium,902.0
passes_medium,1137.0
passes_completed_long,204.0
passes_long,478.0
passes_total_distance,39896.0
passes_free_kicks,55.0
through_balls,15.0
passes_pressure,620.0
passes_switches,104.0
crosses,232.0
corner_kicks,152.0
passes_intercepted,96.0
passes_blocked,139.0
dispossessed,90.0
goals,23.0
assists,21.0
pens_made,1.0
pens_att,1.0
shots_total,164.0
shots_on_target,68.0
sca,258.0
gca,36.0
xg,20.9
crosses_into_penalty_area,40.0
passes_into_final_third,194.0
passes_into_penalty_area,147.0
progressive_passes,328.0
carry_progressive_distance,10017.0
assisted_shots,133.0
fouled,100.0
pens_won,0.0
tackles,69.0
interceptions,53.0
blocks,99.0
tackles_won,46.0
dribble_tackles,22.0
dribbles_vs,150.0
pressures,1454.0
pressure_regains,330.0
clearances,32.0
errors,0.0
aerials_won,16.0
aerials_lost,47.0
ball_recoveries,459.0
pens_conceded,0.0
fouls,105.0
cards_yellow_red,1.0
