position,AM
minutes,2855.0
passes_completed,745.0
passes,954.0
dribbles_completed,58.0
dribbles,114.0
passes_completed_short,382.0
passes_short,444.0
passes_completed_medium,272.0
passes_medium,342.0
passes_completed_long,68.0
passes_long,105.0
passes_total_distance,12465.0
passes_free_kicks,7.0
through_balls,1.0
passes_pressure,198.0
passes_switches,32.0
crosses,71.0
corner_kicks,11.0
passes_intercepted,12.0
passes_blocked,44.0
dispossessed,47.0
goals,5.0
assists,7.0
pens_made,0.0
pens_att,0.0
shots_total,55.0
shots_on_target,19.0
sca,115.0
gca,14.0
xg,4.4
crosses_into_penalty_area,15.0
passes_into_final_third,37.0
passes_into_penalty_area,38.0
progressive_passes,65.0
carry_progressive_distance,5843.0
assisted_shots,55.0
fouled,51.0
pens_won,0.0
tackles,47.0
interceptions,10.0
blocks,50.0
tackles_won,31.0
dribble_tackles,18.0
dribbles_vs,49.0
pressures,555.0
pressure_regains,145.0
clearances,11.0
errors,0.0
aerials_won,16.0
aerials_lost,31.0
ball_recoveries,188.0
pens_conceded,0.0
fouls,55.0
cards_yellow_red,1.0
